text,label
"현재 체표면적의 <5%인 3도 이상의 화상, 혹은 <10%의 2도 화상 증상을 가진 환자가 경증 상태입니다",4
현재 임신주수<20주 증상을 가진 환자가 경증 상태입니다,4
"환자가 경증의 불안/ 초조, 안정되어 있음 증상을 보이며 경증 상태로 분류되었습니다",4
경증 상태로 분류된 환자가 연하곤란이나 호흡곤란 없음 증상을 보이고 있습니다,4
경증 상태로 분류된 환자가 탈수의 가능성 있음 증상을 보이고 있습니다,4
경증 상태로 분류된 환자가 예측 FEV1 혹은 PEER이 60%이상인 알려진 천식(경증) 증상을 보이고 있습니다,4
"현재 호흡기 이물질, 경증통증, 호흡곤란은 없음 증상을 가진 환자가 경증 상태입니다",4
"경증 상태로 분류된 환자가 색 변화를 동반하지 않은 동상, 경증 증상을 보이고 있습니다",4
환자가 대처하기 어려운 상태 상태로 응급실에 방문했습니다,4
경증 상태로 분류된 환자가 열 증상을 보이고 있습니다,4
환자가 생리문제 증상을 보이며 경증 상태로 분류되었습니다,4
"동상없음, 정상 활력징후을 호소하는 환자가 있습니다",4
"유해물질을 흡입한 후 상당한 시간이 지남, 무증상을 호소하는 환자가 있습니다",4
환자가 핍뇨증 상태로 응급실에 방문했습니다,4
환자가 예측 FEV1 혹은 PEER이 60%이상인 알려진 천식(경증) 증상을 보이며 경증 상태로 분류되었습니다,4
"현재 식욕부진, 건강해보임 증상을 가진 환자가 경증 상태입니다",4
"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없음 상태가 관찰되는 환자가 있습니다",4
"경증 상태로 분류된 환자가 호흡기 이물질, 경증통증, 호흡곤란은 없음 증상을 보이고 있습니다",4
경증 상태로 분류된 환자가 과다복용 증상을 보이고 있습니다,4
경증 상태로 분류된 환자가 경증 불안/초조 증상을 보이고 있습니다,4
"열(건강해보임), 1SIRS 기준만족(열) 상태가 관찰되는 환자가 있습니다",4
경증 상태로 분류된 환자가 급성 불면증 증상을 보이고 있습니다,4
"경증의 불안/ 초조, 안정되어 있음 상태가 관찰되는 환자가 있습니다",4
"환자가 식욕부진, 건강해보임 증상을 보이며 경증 상태로 분류되었습니다",4
경증 상태로 분류된 환자가 의식소실의 병력이 없음 증상을 보이고 있습니다,4
환자가 만성 말초성 중증 통증(8-10) 상태로 응급실에 방문했습니다,4
"눈충혈/분비물, 급성 상태가 관찰되는 환자가 있습니다",4
환자가 이명 증상을 보이며 경증 상태로 분류되었습니다,4
환자가 학대의 병력/징후 증상을 보이며 경증 상태로 분류되었습니다,4
경증 상태로 분류된 환자가 핍뇨증 증상을 보이고 있습니다,4
"환자가 체표면적의 <5%인 3도 이상의 화상, 혹은 <10%의 2도 화상 증상을 보이며 경증 상태로 분류되었습니다",4
국소성 연조직염 상태가 관찰되는 환자가 있습니다,4
단독복부외상 - 둔상 상태가 관찰되는 환자가 있습니다,4
단독복부외상 - 둔상을 호소하는 환자가 있습니다,4
현재 경증 불안/초조 증상을 가진 환자가 경증 상태입니다,4
환자가 만성 말초성 중증 통증(8-10) 증상을 보이며 경증 상태로 분류되었습니다,4
"환자가 석고붕대가 꽉 끼어 아프지만, 신경혈관 상태로 응급실에 방문했습니다",4
환자가 질출혈 (경증/점상출혈) 증상을 보이며 경증 상태로 분류되었습니다,4
"색 변화를 동반하지 않은 동상, 경증 상태가 관찰되는 환자가 있습니다",4
경증 불안/초조을 호소하는 환자가 있습니다,4
경증 상태로 분류된 환자가 단독복부외상 - 둔상 증상을 보이고 있습니다,4
"경증 상태로 분류된 환자가 의료장비문제, 증상이나 불편함이 없음 증상을 보이고 있습니다",4
"현재 눈충혈/분비물, 급성 증상을 가진 환자가 경증 상태입니다",4
소변 배출장애을 호소하는 환자가 있습니다,4
"경증 상태로 분류된 환자가 정상 활력, 증상회복 증상을 보이고 있습니다",4
환자가 열 증상을 보이며 경증 상태로 분류되었습니다,4
"정상 활력, 증상회복을 호소하는 환자가 있습니다",4
환자가 >= 12시간; 손상없음 상태로 응급실에 방문했습니다,4
환자가 봉합 필요 증상을 보이며 경증 상태로 분류되었습니다,4
경증 상태로 분류된 환자가 활력징후가 정상이며 기저 질환이 없는 잇몸출혈 증상을 보이고 있습니다,4
만성 감각소실/이상감각을 호소하는 환자가 있습니다,4
환자가 핍뇨증 증상을 보이며 경증 상태로 분류되었습니다,4
현재 만성 말초성 통증(<8) 증상을 가진 환자가 비응급 상태입니다,5
전문진료를 위해 의뢰된 환자 상태가 관찰되는 환자가 있습니다,5
환자가 석고붕대 체크 또는 석고붕대 교환 증상을 보이며 비응급 상태로 분류되었습니다,5
환자가 전문진료를 위해 의뢰된 환자 상태로 응급실에 방문했습니다,5
환자가 상지의 만성 경증 통증 상태로 응급실에 방문했습니다,5
비응급 상태로 분류된 환자가 만성 말초성 통증(<8) 증상을 보이고 있습니다,5
환자가 생식기의 분비물/피부병변 상태로 응급실에 방문했습니다,5
"정상 활력징후, 위험수치는 아님을 호소하는 환자가 있습니다",5
"만성, 비급성 상태 상태가 관찰되는 환자가 있습니다",5
"환자가 만성 복부 종괴/팽만, 건강해 보임 상태로 응급실에 방문했습니다",5
"환자가 눈충혈/분비물, 만성 증상을 보이며 비응급 상태로 분류되었습니다",5
스테이플/봉합사제거을 호소하는 환자가 있습니다,5
하지의 만성 경증 통증 상태가 관찰되는 환자가 있습니다,5
경증 찰과상을 호소하는 환자가 있습니다,5
"치아/잇몸문제, 경증문제 상태가 관찰되는 환자가 있습니다",5
비응급 상태로 분류된 환자가 전문진료를 위해 의뢰된 환자 증상을 보이고 있습니다,5
비응급 상태로 분류된 환자가 코막힘/건초열 증상을 보이고 있습니다,5
"환자가 건강해보임, 열 없음 증상을 보이며 비응급 상태로 분류되었습니다",5
동상/냉손상 상태가 관찰되는 환자가 있습니다,5
"현재 부종/양측성 다리부기, 만성 증상을 가진 환자가 비응급 상태입니다",5
"환자가 경증 증상호소, 비특이적 증상을 보이며 비응급 상태로 분류되었습니다",5
현재 경증 인후통 ± 후두염 증상을 가진 환자가 비응급 상태입니다,5
환자가 주기적/반복적이며 두드러지지 않은 출혈 상태로 응급실에 방문했습니다,5
"환자가 혹,돌기,굳은살 증상을 보이며 비응급 상태로 분류되었습니다",5
질내 이물질을 호소하는 환자가 있습니다,5
환자가 급성 말초성 경증 통증(<4) 증상을 보이며 비응급 상태로 분류되었습니다,5
"환자가 정상 활력징후, 위험수치는 아님 증상을 보이며 비응급 상태로 분류되었습니다",5
현재 감염 가능성 확인 증상을 가진 환자가 비응급 상태입니다,5
비응급 상태로 분류된 환자가 직장내 이물질 증상을 보이고 있습니다,5
환자가 경증 인후통 ± 후두염 상태로 응급실에 방문했습니다,5
현재 코막힘/건초열 증상을 가진 환자가 비응급 상태입니다,5
"비응급 상태로 분류된 환자가 화상, 경증통증 증상을 보이고 있습니다",5
"가슴통증, 비 심인성을 호소하는 환자가 있습니다",5
국소성 발진 상태가 관찰되는 환자가 있습니다,5
단순변비을 호소하는 환자가 있습니다,5
비응급 상태로 분류된 환자가 음순부종 증상을 보이고 있습니다,5
스테이플/봉합사제거 상태가 관찰되는 환자가 있습니다,5
"딸국질, 만성, 힘들어 보이지 않음을 호소하는 환자가 있습니다",5
환자가 처방전/투약문의 증상을 보이며 비응급 상태로 분류되었습니다,5
"환자가 건강해보임, 열 없음 상태로 응급실에 방문했습니다",5
비응급 상태로 분류된 환자가 관절 부종 증상을 보이고 있습니다,5
현재 샅고랑부위(Groin)통증/종괴 증상을 가진 환자가 비응급 상태입니다,5
환자가 봉합이 불필요한 열상/찰과상 증상을 보이며 비응급 상태로 분류되었습니다,5
"환자가 화상, 경증통증 상태로 응급실에 방문했습니다",5
"비응급 상태로 분류된 환자가 황달, 건강해보임 증상을 보이고 있습니다",5
"환자가 생식기의 외상, 통증없음 상태로 응급실에 방문했습니다",5
"경증 증상호소, 비특이적을 호소하는 환자가 있습니다",5
현재 만성 또는 반복적인 두통 증상을 가진 환자가 비응급 상태입니다,5
"현재 하지의 외상, 만성 경증 통증 증상을 가진 환자가 비응급 상태입니다",5
직장내 이물질 상태가 관찰되는 환자가 있습니다,5
"만성설사, 정상 활력징후 상태가 관찰되는 환자가 있습니다",5
현재 상지의 만성 경증 통증 증상을 가진 환자가 비응급 상태입니다,5
현재 음순부종 증상을 가진 환자가 비응급 상태입니다,5
환자가 만성적인 환각으로 인한 경증의 불안/초조 증상을 보이며 비응급 상태로 분류되었습니다,5
환자가 음경부종 상태로 응급실에 방문했습니다,5
현재 안와주위 부종 증상을 가진 환자가 비응급 상태입니다,5
환자가 반지제거 증상을 보이며 비응급 상태로 분류되었습니다,5
비응급 상태로 분류된 환자가 국소성 발진 증상을 보이고 있습니다,5
경증물림 상태가 관찰되는 환자가 있습니다,5
환자가 상지의 만성 경증 통증 증상을 보이며 비응급 상태로 분류되었습니다,5
"비응급 상태로 분류된 환자가 질통증, 가려움 동반 증상을 보이고 있습니다",5
"딸국질, 만성, 힘들어 보이지 않음 상태가 관찰되는 환자가 있습니다",5
비응급 상태로 분류된 환자가 경증 인후통 ± 후두염 증상을 보이고 있습니다,5
음경부종을 호소하는 환자가 있습니다,5
비응급 상태로 분류된 환자가 처방전/투약문의 증상을 보이고 있습니다,5
환자가 쏘임 증상을 보이며 비응급 상태로 분류되었습니다,5
"만성 구토/구역, 정상활력징후을 호소하는 환자가 있습니다",5
소양증 상태가 관찰되는 환자가 있습니다,5
환자가 쏘임 상태로 응급실에 방문했습니다,5
현재 급성 말초성 경증 통증(<4) 증상을 가진 환자가 비응급 상태입니다,5
비응급 상태로 분류된 환자가 경증물림 증상을 보이고 있습니다,5
만성적인 환각으로 인한 경증의 불안/초조을 호소하는 환자가 있습니다,5
비응급 상태로 분류된 환자가 안와주위 부종 증상을 보이고 있습니다,5
기타피부상태을 호소하는 환자가 있습니다,5
"정상 활력징후, 위험수치는 아님 상태가 관찰되는 환자가 있습니다",5
음경부종 상태가 관찰되는 환자가 있습니다,5
비응급 상태로 분류된 환자가 고환 통증/부종 증상을 보이고 있습니다,5
"현재 질통증, 가려움 동반 증상을 가진 환자가 비응급 상태입니다",5
"현재 경증 증상호소, 비특이적 증상을 가진 환자가 비응급 상태입니다",5
코 울혈을 동반한 건초열 상태가 관찰되는 환자가 있습니다,5
환자가 직장내 이물질 상태로 응급실에 방문했습니다,5
환자가 소양증 상태로 응급실에 방문했습니다,5
눈의 재확인 상태가 관찰되는 환자가 있습니다,5
현재 봉합 필요 없음 증상을 가진 환자가 비응급 상태입니다,5
비응급 상태로 분류된 환자가 생식기의 분비물/피부병변 증상을 보이고 있습니다,5
"생식기의 외상, 통증없음 상태가 관찰되는 환자가 있습니다",5
"환자가 만성, 경증 요로감염 증상호소/증상 상태로 응급실에 방문했습니다",5
현재 스테이플/봉합사제거 증상을 가진 환자가 비응급 상태입니다,5
"건강해보임, 열 없음 상태가 관찰되는 환자가 있습니다",5
"환자가 딸국질, 만성, 힘들어 보이지 않음 증상을 보이며 비응급 상태로 분류되었습니다",5
환자가 처방전/투약문의 상태로 응급실에 방문했습니다,5
비응급 상태로 분류된 환자가 항문/직장 외상 증상을 보이고 있습니다,5
생식기의 분비물/피부병변 상태가 관찰되는 환자가 있습니다,5
환자가 경증물림 증상을 보이며 비응급 상태로 분류되었습니다,5
환자가 드레싱교체 상태로 응급실에 방문했습니다,5
"비응급 상태로 분류된 환자가 만성, 경증 요로감염 증상호소/증상 증상을 보이고 있습니다",5
"현재 상지의 외상, 만성 경증 통증 증상을 가진 환자가 비응급 상태입니다",5
"환자가 만성 구토/구역, 정상활력징후 증상을 보이며 비응급 상태로 분류되었습니다",5
"상지의 외상, 만성 경증 통증 상태가 관찰되는 환자가 있습니다",5
영상학적 검사을 호소하는 환자가 있습니다,5
건물에서 연기가 나고 있습니다.,2
가벼운 두통이 있는데 그냥 쉬어도 괜찮을 것 같아요.,5
머리가 조금 아프고 어지러워요.,5
숨이 가쁘고 가슴이 너무 답답합니다.,3
어깨 쪽에 심한 통증이 있습니다.,4
차 사고가 발생했고 여러 사람이 다쳤습니다.,2
아무것도 할 수 없을 정도로 기운이 없어요.,3
열이 심하게 나고 의식이 희미해요.,3
큰 사고가 발생했고 생명이 위태로워 보입니다.,1
"팔에 가벼운 통증이 있어요, 심각하지는 않습니다.",5
쓰러져서 반응이 전혀 없어요.,1
사람이 높은 곳에서 떨어졌어요.,2
"발목이 부러진 것 같아요, 많이 아픕니다.",4
"사람이 심정지가 온 것 같아요, 심장이 뛰지 않습니다.",1
손에 출혈이 있고 멈추지 않아요.,4
비정상 검사 수치를 보이며 쇼크 상태에 있는 환자,1
중증 호흡곤란을 보이며 전신성 부종이 있는 심혈관 질환 환자,1
응급 상황에서 의식장애를 보이며 질내 이물질을 발견한 환자,1
중증 호흡곤란을 보이며 생식기 외상을 입은 환자,1
"신경과:발작:쇼크신경과에 입원한 환자가 발작을 일으키고 갑작스럽게 혈압이 떨어지는 증상을 보이는 경우, 심각한 상태의 쇼크를 의심해봐야 합니다. 이러한 환자는 즉각적인 응급처치와 신속한 치료가 필요합니다.",1
중증 호흡곤란을 호소하며 돌발성 두통을 겪고 있는 환자,1
상지 통증으로 인해 쇼크 상태에 있는 환자,1
식도에 이물질이 걸려 식도통과가 불가능한 상태로 음식물이 폐로 유입될 수 있는 위험이 있는 환자,1
객혈이 발생하고 있으며 쇼크 상태에 있는 호흡기 환자    ,1
중증 호흡곤란과 함께 고혈압이 있는 환자,1
의식수준의 변화와 함께 쇼크 증상이 나타나는 환자,1
"환자의 하지에 손상이 있고, 의식이 없거나 심각하게 감소한 상태로 응급적인 시술이 필요한 환자.",1
창백하고 빈혈 증상을 보이며 의식이 없는 환자,1
중증 호흡곤란을 호소하며 복부종괴 또는 팽만이 의심되는 환자,1
쇼크 상태에서 의식 잃거나 실신하는 환자,1
구강이나 식도에 이물질이 있어 호흡이 크게 어려운 환자,1
먹힌 물질로 인한 음식도 폐쇄로 의식이 없는 환자,1
두부 손상으로 인해 발생한 쇼크 상태의 환자,1
중증 호흡곤란을 보이는 물림에 의한 환자,1
구강이나 식도에 이물질이 있어 중증 호흡곤란 증상을 보이는 환자,1
사지 말단부위에 맥박이 없으며 차가운 환자로 중증 호흡곤란을 보이는 상황,1
보행이 어려운 상태이며 쇼크 증상이 동반된 환자,1
의식이 없거나 혼란스러운 상태에 놓인 물질오용 또는 물질금단으로 인한 환자,1
호흡이 멈춘 상태로 긴급한 응급처치가 필요한 환자,1
익수한 중증 호흡곤란을 보이는 환자,1
"단독 복부 외상을 입은 환자로, 관통상을 가진 상태에서 쇼크 증상을 보이고 있는 환자",1
무의식 상태와 인후통을 호소하며 응급실을 방문한 환자,1
전신성 부종으로 인해 무의식 상태에 있는 환자.,1
"환자가 의식이 없거나 깨우기 어렵고, Glasgow Coma Scale (의식 수준 평가 도구) 점수가 3에서 8 사이인 경우 상지 손상이 있는 상태일 가능성이 높습니다. 이는 뇌 손상이 심각할 수 있음을 시사하며, 정형외과에서 적절한 치료나 조치가 필요한 상태입니다.",1
"의식을 잃고 있는 환자로, Glasgow Coma Scale(GCS) 점수가 3에서 8 사이인 환자",1
중증 호흡곤란을 호소하며 화학물질에 노출된 환경손상 환자.,1
중증 호흡곤란을 보이며 연하장애/연하곤란을 겪고 있는 환자,1
중증 호흡곤란과 동반된 심한 두통을 호소하는 환자,1
고혈당으로 인해 중증 호흡곤란을 보이는 환자,1
"의식이 없거나 매우 혼란스러운 상태에 있는 임신부로, 산모와 태아의 안전을 위해 즉시 응급 조치가 필요한 상황입니다.",1
외상으로 인한 척추 손상으로 인해 의식이 없거나 GCS 점수가 38점인 환자,1
중증 호흡곤란을 보이는 단독 복부 외상 환자,1
임신 중에 다량의 질출혈이 있는 환자,1
중증 호흡곤란을 호소하며 혈당이 저하된 환자,1
물질 오용으로 인한 중독으로 인한 쇼크 상태물질 오용 및 중독으로 인해 쇼크 증상을 보이는 환자,1
저혈당으로 인해 쇼크 상태에 빠진 환자,1
중증 호흡곤란을 호소하는 생리문제를 가진 환자화상으로 인한 생리 문제로 호흡이 어려운 상황에 처한 환자,1
화상으로 인해 의식이 없거나 GCS가 3에서 8 사이인 환자화상의 심각성으로 인해 의식이 떨어진 환자,1
의식 수준이 현저히 저하된 고혈압 환자고혈압으로 인해 의식이 없는 상태인 환자,1
신경과:보행장애/운동실조:쇼크쇼크로 인해 보행이 어려운 상태의 환자입니다.,1
중증 호흡곤란을 보이는 경부부종 및 통증을 호소하는 환자,1
의식 수준이 매우 저하된 상태로 입원한 환자긴급한 의료 처치가 필요한 상황  ,1
복통을 주소로 쇼크 증상을 보이는 환자,1
  객혈이 발생하고 의식 수준이 심각하게 떨어진 환자  ,1
고혈압으로 인해 발생한 심혈관 쇼크로 인한 환자,1
중증 호흡곤란으로 인해 의식수준에 변화가 나타나는 환자,1
의식이 없거나 혼란스러운 상태에서 심각한 흉통을 호소하는 환자,1
열상 또는 천공으로 인해 중증 호흡곤란을 보이는 환자,1
출혈과 호흡곤란으로 심각한 상태에 있는 환자,1
뇌의 손상으로 인해 의식이 없는 상태(GCS 38)신경외과 응급실에서 긴급한 처치가 필요한 상태의 환자,1
생리주기에 이상이 있고 의식상태가 심각하게 낮은 환자,1
화학물질에 노출되어 의식 수준이 무의식 상태인 환경손상 환자환자는 GCS 38 범위 내에서 응답이 없는 상태로 발견됨,1
익수 중독으로 인한 쇼크 상태환경손상으로 인한 중독 증상이 나타나고 있는 환자가 쇼크 상태에 빠져 있는 경우,1
물질 오용에 의한 중독으로 인한 쇼크 상태쇼크 증상을 보이는 환자,1
뇌에 손상을 입고 의식이 없거나 경련을 일으키는 환자,1
"의식수준이 현저히 감소한 상태로, 핍뇨증을 보이는 환자.",1
피부에 국소성 부종이 발생하고 중증 호흡곤란 증상을 보이는 환자,1
심장에 외상적 손상을 입은 상태로 심정지가 발생한 환자,1
의식장애가 있는 상태로 내원한 환자  ,1
창백하고 빈혈 증상을 보이며 의식 수준이 낮은 환자,1
상지 통증과 함께 쇼크 증상을 보이는 환자,1
흉부에 둔상을 입은 환자로서 쇼크 증상을 보이는 상태,1
중증 호흡곤란을 호소하는 20주 미만의 임신부 여성,1
"신경과:현훈:쇼크쇼크 상태에 있는 환자로, 혈압 하강, 심박수 증가, 실신, 냉한 땀 등의 증상을 보이는 환자",1
"중증 호흡곤란을 보이는 환자로, 상지 손상이 동반된 상태에서 정형외과치료가 필요한 환자입니다.",1
중증 호흡곤란에 동반된 보행장애 또는 운동실조 증상을 보이는 환자,1
"중증 외상을 입은 환자로, 혈압 하락, 맥박 증가, 심근 경색 등의 심각한 증상을 보이며 응급 상황에 처한 환자",1
경부부종이나 통증으로 인한 경부 쇼크의 가능성이 있는 환자,1
과다호흡으로 인한 중증 호흡곤란을 보이는 환자,1
의식 수준이 낮은 상태에서 벌레 또는 해충에 쏘여 발생한 증상을 보이는 환자,1
열상이나 천공으로 인한 출혈이 많은 환자로 인한 쇼크 상태를 보이는 환자,1
"임산부인이 의식 수준이 매우 낮은 상태로 20주 이상의 임신을 하고 있는 경우뇌의 기능이 현저히 손상된 상태로, 증상을 자각하지 못하고 있는 임산부환자",1
상해를 입은 환자가 충격 상태에 있는 경우쇼크 상태로 혈압이 낮고 심박수가 빨라지며 피부가 창백한 환자,1
무의식 상태이며 호흡기 알레르기 반응이 의심되는 환자,1
"과다한 약물 또는 알콜 등의 물질을 복용하여 발생한 충격적인 상태로, 의식이 혼미하거나 혼란스러운 환자.",1
환기가 나쁜 곳에서 유해물질을 흡입한 후 의식이 없거나 심각하게 무의식인 환자   ,1
의식장애를 보이는 환자 중에서 생리문제를 호소하는 환자,1
의식이 없거나 매우 저하된 상태에서 벌에 쏘여 있는 환자,1
성 폭행 피해자로 인한 정신적 충격 상태를 보이는 환자,1
전신성 부종으로 인한 무의식 상태(GCS 38)를 보이는 환자,1
고혈당으로 인한 쇼크 상태의 환자  ,1
  절단 상처를 입은 환자로 의식 수준이 낮은 상태(의식 수준 검사 점수 38)를 보이는 환자  ,1
의식장애가 동반된 구토 및 고열 증세로 인해 무의식 상태에 있는 환자  ,1
"외상을 입은 환자로, 의식이 없거나 경련을 일으키는 상태의 환자  ",1
환자가 익수 상태로 의식이 없는 경우,1
성폭행으로 인한 쇼크 상태에 있는 환자,1
중증 호흡곤란을 보이는 알레르기 반응 환자,1
중증 호흡곤란을 겪고 있는 물질오용으로 인한 환자,1
외상성 척추 손상으로 인해 의식이 없는 환자,1
복부에 둔상을 입고 있는 환자로 심한 쇼크 증상이 나타나는 상황,1
혈뇨로 인한 출혈성 쇼크의 가능성이 있는 환자,1
"응급실로 신속히 이송되어야 하는 상태로, 의식이 없거나 심각하게 혼란된 환자. ",1
급성 중심성 중증 통증을 호소하는 혈뇨 환자,2
심장박동에 이상이 있을 수 있는 환자의 심혈관 상태를 평가하고자 하는 경우 심혈관:심계항진/불규칙심박동이 불규칙하거나 심계항진이 나타나는 환자의 상태를 평가합니다. 해당 환자는 부정맥의 가능성이 있으며 치명적일 수 있는 부정맥의 병력이나 기록이 있는지 조사해야 합니다.,2
호흡기 증상을 호소하며 혈관 기능에 이상이 있는 환자,2
중등도 호흡곤란을 호소하는 물질 오용으로 인한 환자,2
"패혈증 의심 환자가 있으며, 호흡기 알레르기 반응으로 인한 증상이 관찰되는 경우",2
이비인후과 환자로 경부부종이나 통증을 호소하며 혈역학적 장애 증상을 보이는 환자,2
열 및 면역억제 상태로 인해 비뇨기과적 질환을 유발할 수 있는 생식기의 외상 환자,2
"패혈증 의심 환자 중에서 요통을 주소로 내원한 환자패혈증 가능성이 있는 환자로, 요통 증상과 함께 고열과 혼란이 동반된 환자",2
환경 손상으로 인해 발생한 익수 상태로 혈역학적 장애를 보이는 환자,2
"패혈증의 가능성이 있는 상태로, 물질을 과다복용하고 있는 환자",2
중등도 호흡곤란을 보이는 생식기 외상 환자,2
식욕부진과 함께 의식 수준이 뇌의 기능 손상으로 GCS(글라스고 체격 척도) 913에 해당하는 환자,2
열과 면역억제 상태를 동반한 환자  ,2
목에 이물질이 있어 호흡에 어려움을 겪고 목쉰소리와 언어장애가 나타나는 환자,2
신경과:현훈:혈역학적 장애혈역학적 장애로 인한 현훈을 보이는 환자,2
열과 면역억제 상태를 가진 환자신경과 질환으로 인해 착란을 보이는 환자입니다.,2
혈역학적 장애로 인한 검사 수치 이상을 보이는 환자,2
뇌졸중으로 인한 사지약화 증상과 함께 고열 및 면역억제 상태를 보이는 환자,2
의식이 일시적으로 혼미한 상태인 환자,2
산부인과를 찾아온 20주 미만의 임신부인으로서 중등도 호흡곤란을 호소하는 환자.,2
중등도 호흡곤란을 호소하며 흉통을 겪는 환자,2
의식 수준이 변화하며 살점에 쏘임을 입은 환자,2
흉통을 호소하는 환자로 의식이 변화하고 있는 경우의식변화(GCS 913)를 보이는 심장 질환으로 인한 상태.,2
두부손상으로 인한 혈역학적 장애가 의심되는 환자,2
중등도 호흡곤란을 보이는 물림 상처가 있는 환자,2
심혈관 질환으로 인한 일측성의 홍조 증세가 나타나는 환자뜨거운 사지가 있고 열과 면역억제 상태를 가진 환자,2
유방 부위에 발적 또는 압통이 있으며 중등도 호흡곤란을 호소하는 환자,2
두드러진 또는 중요한 토혈이 관찰되는 환자,2
음경부종으로 인한 호흡곤란이 발생한 환자,2
신장 손상으로 인한 척추 손상으로 인한 신경학적 손상을 겪은 환자신장 및 방광의 기능에 이상이 있을 수 있는 상태를 가진 환자,2
열 및 면역억제 상태로 실신 또는 전실신을 경험한 환자,2
"국소성 부종이 발생한 환자로, 열과 면역억제 상태가 동반된 상황",2
얼굴 연조직염이 있고 안와 주위에 국소성 부종 또는 발적이 있는 환자,2
위험한 상황일 수 있는 중등도 호흡곤란을 겪는 환자 중에 직장내 이물질이 의심되는 경우,2
"급격한 시력 저하를 호소하는 환자로, 안과적인 상처나 외상이 있는 경우입니다.",2
수술 후 혈역학적 장애를 보이는 환자일반적인 합병증으로 혈압이나 혈액순환에 이상이 있는 상태,2
두드러진 또는 중요한 토혈을 보이는 환자,2
"의식수준이 변화한 상태로, 음경부종으로 인한 GCS 913 범위 내의 환자",2
열이 있거나 면역억제 상태인 실신 또는 전실신 환자,2
음경부종이 독특한 증상으로 나타나는 환자,2
급성 중심성 중증 통증을 호소하는 환자,2
"의식 수준이 변화하고 있는 환자로, Glasgow Coma Scale (GCS) 점수가 913점인 경우",2
급성 중심성 중증 통증을 호소하며 두부 손상을 입은 환자.,2
"의식이 일부 변화하고 있는 환자로, GCS 점수가 913점인 경우환경손상을 받은 환경에서 발생한 상태입니다.",2
중등도 호흡곤란을 호소하며 변비 증상을 가진 환자,2
소화기 질환으로 인한 중등도 호흡곤란이 발생한 환자,2
샅고랑부위(Groin)통증을 호소하는 환자급성 중심성 중증 통증(810)을 경험하는 종괴로 인한 환자,2
"피부에 혹, 돌기, 굳은살이 있고 면역억제 상태인 환자환자의 면역억제 상태로 인해 피부에 혹, 돌기, 굳은살이 발생한 상황",2
소화기 내에 직장내 이물질이 있어 중등도 호흡곤란을 겪고 있는 환자입니다.,2
중등도 호흡곤란을 보이며 유해물질을 흡입한 환경손상 환자,2
물림 상처가 있고 의식 수준이 일부 변화된 환자의식 변화와 함께 물림 상처가 있는 환자,2
심폐소생술 후 의식이 회복된 상태이나 GCS 점수가 913으로 뇌 기능에 변화가 나타나는 환자,2
이비인후과에서 안면통증을 호소하며 열 및 면역억제 상태를 가진 환자,2
열이 있고 면역억제 상태인 환자화상으로 인한 열이 동반되고 면역억제 상태인 환자,2
상지 통증을 호소하면서 생명이나 사지에 위급한 출혈이 의심되는 환자,2
열이 동반된 설사증상을 보이는 면역억제 상태의 환자,2
식도에 이물질이 걸린 상태로 의식이 일부 변화한 환자  1분 내로 구호막거나 수술을 고려해야 ,2
"양측 다리에 부종이 동반된 환자로, 패혈증 가능성을 고려해야 합니다.",2
"심혈관 질환으로 인한 심계항진이나 불규칙한 심장박동을 보이며, 혈역학적 장애를 동반한 환자",2
"급성 중심성 중증 통증을 호소하는 환자로, 황달이 동반된 경우입니다. 황달과 함께 중증한 통증을 호소하는 환자이므로 즉시 전문적인 치료가 필요합니다.",2
의식수준이 변화하고 보행이나 운동에 장애가 있는 환자,2
출혈성 질환으로 인한 신경학적 증상을 보이는 환자,2
열이 동반된 인후통이 있고 면역억제 상태인 환자,2
"혹, 돌기, 굳은살이 있으며 혈역학적 장애로 인한 증상을 보이는 환자",2
산부인과 질환으로 20주 이상의 임신 중 출혈성 질환으로 생명이나 사지에 위험을 초래할 수 있는 상황에 처한 환자  ,2
발작 후 상태로 인한 의식 장애와 피로감을 호소하는 환자,2
"의식 수준이 변화한 환자로서, GCS (글라스고 의식 수준 척도)가 913점인 음순부종으로 의심되는 산부인과 환자.",2
"의식 수준이 변화한 환자로, GCS 스코어가 913인 코외상으로 인한 상태.",2
열상이 발생하여 혈액이 나오거나 혈액순환에 문제가 있는 환자,2
연하장애로 침흘림 또는 협착음 증상을 보이는 환자,2
"자살의 가능성이 높은 상태로, 뚜렷한 자살의도를 보이는 환자",2
샅고랑부위(Groin)통증을 호소하며 의식수준이 변화한 환자,2
예측 FEV1 혹은 PEER이 40% 미만인 호흡기 환자,2
"열상이나 천공으로 인한 감염 가능성이 있는 환자로, 패혈증의 가능성을 고려해야 합니다. SIRS 기준을 충족하고 있는 환자로, 열상/천공 부위의 감염을 염두에 두어야 합니다.",2
양측 다리에 부종이 있고 중등도 호흡곤란을 호소하는 환자,2
의식 수준이 변화하고 있는 환자  ,2
코피로 인한 중등도 호흡곤란을 호소하는 환자  ,2
외상이 없이 자가적으로 발생한 멍이 있는 환자출혈이 심각한 생명이나 사지를 위협하는 상태,2
"패혈증의 가능성이 있는 상태로, 호흡곤란과 혼란이 동반된 환자",2
열이 있고 면역억제 상태인 환자,2
